Tweet Link,Author Handle,Tweet Content,Views,Likes,Retweets,Replies,Tweet Creation Date,Scraped Date
https://x.com/JordiWild/status/1488157245858791430,"JordiWild","¿Queréis sentiros viejos?
Final Fantasy VII acaba de cumplir 25 años…",0,13063,389,177,2022-01-31T14:28:30+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1487804444565774341,"JordiWild","Rafa Nadal es lo mejor que ha parido España. Y punto.",0,32057,1275,285,2022-01-30T15:06:36+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1487580523010666506,"JordiWild","No sé por qué le dais tanta importancia a lo de Benidorm, si Eurovision van a ganar estas bestias alemanas

https://
youtu.be/OnzkhQsmSag",0,2431,202,79,2022-01-30T00:16:49+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1487442623862292481,"JordiWild","¿Por qué estáis todos tan amargados en Twitter?",0,47524,2357,1187,2022-01-29T15:08:51+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1486798524205445120,"JordiWild","Si Spotify pone pasta para fichar a Haaland, para mí como si el Camp Nou pasa a llamarse ""Lista de reproducción Stadium"".",0,26924,1410,142,2022-01-27T20:29:26+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1486785512379723778,"JordiWild","NUEVO PODCAST
El Rubius en The Wild Project. Poco más que decir.
Disfruten todos ",0,29491,1269,170,2022-01-27T19:37:43+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1486763047930712075,"JordiWild","Spoiler
No queda mucho para esto: hoy me visita el tío que se pasó el god of war en máxima dificultad…",0,45080,1584,305,2022-01-27T18:08:28+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1486749575671070723,"JordiWild","Estoy tardando en subir el podcast de hoy porque he tenido bastantes problemas técnicos (gracias Vegas), pero os prometo que no os lo esperáis y que valdrá MUCHO la pena. En un rato lo tendréis en el canal, un poquito de paciencia...",0,8572,100,62,2022-01-27T17:14:55+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1486725394703081475,"JordiWild","",0,13792,999,81,2022-01-27T15:38:50+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1486434977411739655,"JordiWild","Simplemente mi padre",0,14310,1070,139,2022-01-26T20:24:49+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1486003708219609088,"JordiWild","NUEVO PODCAST
Os explico qué tal fueron los premios ESLAND y los analizamos, se viene 
@PapaGiorgioReal
 de tertuliano junto a Leo Margets, ¿qué puede salir mal?",0,2056,63,31,2022-01-25T15:51:07+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1485800688282124289,"JordiWild","",0,24562,877,281,2022-01-25T02:24:23+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1485772705798529024,"JordiWild","No soy streamer, pero al próximo evento tipo Squid Games que haya, apúntadme.
Ni que sea una vez en mi vida quiero vivir algo así.
Sois muy grandes.",0,81647,1581,295,2022-01-25T00:33:12+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1485313415975473153,"JordiWild","Lo del hacker de Andorra es el mejor anime de 2022. No puedo esperar a ver el siguiente giro argumental.",0,30281,805,131,2022-01-23T18:08:08+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1485119801500516354,"JordiWild","Pues nada, no ha podido ser 
Combate muy táctico y reñido, podría haber ido para cualquier lado (para mí por poquito para Brandon), pero desde luego tiene que haber un cuarto combate entre Moreno y Figuereido. Aunque a este paso habrán 3.456 entre ellos…
#UFC270",0,5059,190,129,2022-01-23T05:18:47+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1485106811380322306,"JordiWild","Hoy todos los hispanos y latinos con BRANDON MORENO joder.
Destroza a Figueiredo y demuestra de nuevo lo grande que eres.
#UFC270",0,8499,315,97,2022-01-23T04:27:10+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1484552460710686731,"JordiWild","NUEVO PODCAST

@LethalCrysis
 y 
@HiClavero
 vuelven para un podcast especial de viajes, donde relataran sus mejores aventuras (algunas muy peligrosas). No os lo podéis perder porque es una pasada lo que cuentan.",0,2141,91,24,2022-01-21T15:44:22+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1484225300623933440,"JordiWild","NUEVO VÍDEO
La secta de Jonestown, dirigida por el loco Reverendo Jim Jones, es una de las historias más terribles y trágicas de la historia moderna de la humanidad.",0,2529,98,41,2022-01-20T18:04:21+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1484194400494399493,"JordiWild","Hoy no va a haber la segunda parte del podcast con Lethal y Clavero porque subiré un vídeo al Rincón de Giorgio muy chulo y no me quiero hacer la competencia a mí mismo.
El podcast será mañana por la tarde, no me peguéis.",0,17078,249,158,2022-01-20T16:01:34+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1483502514154704914,"JordiWild","otra vez no por el amor de jesucristo",0,128225,7293,478,2022-01-18T18:12:16+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1483498973860188164,"JordiWild","Relacionado con los premios ESLAND, después de levantarme con resaquita de amor, decir que Grefg lo hizo increíblemente bien como presentador, la organización fue muy buena, y el ambiente entre todos los presentes y creadores fue ES-PEC-TA-CU-LAR. Tenemos un grupito 10.",0,29052,501,60,2022-01-18T17:58:12+00:00,2026-03-19T17:27:14.035195+00:00
https://x.com/JordiWild/status/1508282429311700992,"JordiWild","Gracias Will Smith por darme contenido para el podcast.",0,82425,1896,513,2022-03-28T03:18:48+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1507025760049115141,"JordiWild","NUEVO PODCAST
Especial sobre la GUERRA DE UCRANIA Y RUSIA, con Memorias de Pez. Me lo habíais pedido, y aquí lo tenéis ",0,1944,91,44,2022-03-24T16:05:15+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1507016582760845319,"JordiWild","Hoy he subido a un taxi que estaba escuchando The Wild Project. Mi cara al escuchar mi voz:",0,51903,1570,143,2022-03-24T15:28:47+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1506379988433518606,"JordiWild","#wildcris
-Abuelo: Quién ha roto la ventana?
-Los primos:",0,2986,86,7,2022-03-22T21:19:11+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1505653531289792523,"JordiWild","Xavi cogió a un equipo deprimido, triste y perdido. Unos meses después, el Barça ilusiona, marca goles con facilidad, presiona y juega bien.
¡Todos a la XAVINETA ya!",0,36455,2660,233,2022-03-20T21:12:30+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1505644757770457089,"JordiWild","El Barça está en modo FULL XAVINETA",0,27042,1215,131,2022-03-20T20:37:38+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1505602857390727177,"JordiWild","Yo este fin de semana en twitter",0,57688,3282,363,2022-03-20T17:51:08+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1505563388738510851,"JordiWild","NUEVO VÍDEO
Toda la verdad sobre Jeffrey Epstein, sus abusos, su casas con cámaras, su isla privada, sus contactos, la lista... Y por supuesto la extrañísima muerte.
¡Vuelvo con fuerza al principal!",0,3719,155,82,2022-03-20T15:14:18+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1505557515525771265,"JordiWild","En serio, ¿Qué os habéis tomado este fin de semana? Calmaros un poquito que ya estoy mayor para tanto show.",0,41272,944,303,2022-03-20T14:50:58+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1505555620346449927,"JordiWild","AMIGOS Y AMIGAS
Hoy, después de un mes y medio, vuelvo al RINCÓN DE GIORGIO con un vídeazo de 40 minutos sobre Jeffrey Epstein. De mis mejores investigaciones/resúmenes de la vida de alguien.
¡Dadle mucho amor!

En minutos en mi canal ",0,22299,585,209,2022-03-20T14:43:26+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1505272251624611849,"JordiWild","INTERNAUTAS coño hoy mirando unas fotos de cuándo papagiorgio era más joven aquí estoy con el amor de mi vida mi querida Juanita, qué hace 43 años qué estamos juntos y nos seguimos queriendo mucho esto es el cariño, respeto y confianza entre los dos, abuelas estoy marriet coño ",0,4482,132,46,2022-03-19T19:57:26+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1504920406981070851,"JordiWild","ELDEN RING finalizado.
Domingo nuevo vídeo en El Rincón de Giorgio ",0,10449,133,93,2022-03-18T20:39:19+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1504854835673419781,"JordiWild","TWITTER QUÉ COJONES PASA AQUÍ",0,13797,442,287,2022-03-18T16:18:46+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1504840264350900227,"JordiWild","La última vez que participé de un acto sexual yo era el espermatozoide",0,48007,4905,207,2022-03-18T15:20:52+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1504487362583310338,"JordiWild","NUEVO PODCAST
En uno de los podcast más duros hasta el momento, Pablo Salum 
@LEYANTISECTAS
 me visita para contarme su terrible historia, de como se escapó de la secta en la que su familia aún está. De visión obligada.

https://
youtu.be/khJeCzG2u1c",0,1460,111,22,2022-03-17T15:58:33+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1504163514985984006,"JordiWild","El cerebro del que ha diseñado los mapas en Elden Ring.",0,22512,909,174,2022-03-16T18:31:42+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1503755963857313794,"JordiWild","NUEVO PODCAST
Tertulia en el proyecto salvaje del wild comentando las noticias más interesantes de las últimas semanas. ¡Se os quiere!",0,1573,47,29,2022-03-15T15:32:14+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1503118637334470664,"JordiWild","Willy y Staxx jugando COD de nuevo es lo único que puede salvar al mundo de la destrucción.",0,54286,2824,101,2022-03-13T21:19:44+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1502519094842638339,"JordiWild","Luka Doncic es el mejor jugador de la NBA a día de hoy. Y no admito discusión.",0,11220,513,529,2022-03-12T05:37:22+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1502288617414316035,"JordiWild","HOLA BUENAS TARDES FELIS VIERNES AMIGOS",0,13168,356,161,2022-03-11T14:21:32+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1502006615029030918,"JordiWild","Me encanta este 
@toninievas
, aunque tenga pinta de psycho killer de los 70. Muy recomendable su programa de entrevistas, además es colega, echadle un vistacillo. Es como The Wild Project pero con 4 tripis de más.",0,720,13,5,2022-03-10T19:40:57+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1501943385627582467,"JordiWild","NUEVO PODCAST
Arturo Pérez-Reverte me visita para un podcast muy especial. Spoiler: es un crack y alguien que os va a sorprender.

https://
youtu.be/-K329j0iN5o",0,2427,289,90,2022-03-10T15:29:42+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1501690610390122501,"JordiWild","PSG
Paquetes
Sin
Ganar",0,20813,966,161,2022-03-09T22:45:16+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1501647466898276352,"JordiWild","En mi época, para hacerte el chulo tenías que fumar.
Hoy en día, para hacerte el culo tienes que decir que juegas a Elden Ring.",0,29936,1047,398,2022-03-09T19:53:50+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1501407075758489604,"JordiWild","",0,18047,608,66,2022-03-09T03:58:36+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1501227786161508352,"JordiWild","NUEVO PODCAST
Tertulia repleta de noticias interesantes 
¡¡Todo el mundo a verlo!!",0,1312,49,34,2022-03-08T16:06:10+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1501207441316495363,"JordiWild","El Xokas es nuestro padre, y no hay más que hablar.",0,39024,1771,262,2022-03-08T14:45:19+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1500524628942508042,"JordiWild","¡TODOS A LA XAVINETA, RÁPIDO QUE NO ESPERA!",0,26807,1051,243,2022-03-06T17:32:04+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1500144374814068746,"JordiWild","Después de ver la follada de Residente a Balvin creo que me abstendré del sexo durante meses. He quedado lleno.",0,45564,1911,215,2022-03-05T16:21:04+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1499521135318380546,"JordiWild","Oye 
@IbaiLlanos
 hemos hackeado Youtube",0,31398,607,107,2022-03-03T23:04:33+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1499406545523777549,"JordiWild","NUEVO PODCAST
Segunda parte de la visita de 
@IbaiLlanos
 al Wild Project, en este caso centrada en su propia vida. ¡Una maravilla!

https://
youtu.be/ls0jdo2vSVY",0,2386,79,25,2022-03-03T15:29:12+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1499092283483987970,"JordiWild","Hola hermosuras,
Estoy buscando editores para hacer clips del podcast para tik tok, facebook e instagram, si tenéis experiencia comprobable (con reel) y queréis trabajar conmigo, enviad mail con info y CV a trabajo@jordiwild.com
Remunerado por supuesto.",0,10372,305,171,2022-03-02T18:40:26+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1498695235303620608,"JordiWild","Hoy me siento muy bien en el podcast ayudando a streamers pequeños como Ibai a que sean un poco más conocidos.",0,42829,932,243,2022-03-01T16:22:43+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1498683539847532544,"JordiWild","NUEVO PODCAST

@IbaiLlanos
 se vino al The Wild Project para un doble episodio especial. Hoy, la tertulia como cada semana, donde ambos analizaremos los temas más interesantes de los últimos días.",0,6755,258,39,2022-03-01T15:36:14+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1498053881032581135,"JordiWild","Qué pena que Xavi no viniera hace meses…",0,28850,1060,185,2022-02-27T21:54:12+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1498051859248033796,"JordiWild","Me gustaría poder traeros bromas, salseos o novedades, pero es que todo mi fin de semana me lo he pasado dentro del culo de ELDEN RING. Y lo que me queda…",0,9866,137,71,2022-02-27T21:46:10+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1497690103740866562,"JordiWild","Papagiorgiorex777",0,6709,122,31,2022-02-26T21:48:41+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1497561665566564352,"JordiWild","esto qué mierda es me quiero pegar un tiro en los cojones",0,159172,6698,2036,2022-02-26T13:18:19+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1496935084963807233,"JordiWild","El podcast con Nacho Vidal ha sido la polla la verdad.",0,24048,399,225,2022-02-24T19:48:30+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1496876869383340045,"JordiWild","NUEVO PODCAST
El The Wild Project con mayo envergadura hasta el momento, sin duda. Nacho Vidal in da haus.",0,2150,51,45,2022-02-24T15:57:10+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1496866991357014020,"JordiWild","Por si aca",0,86497,6753,582,2022-02-24T15:17:55+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1496847694895230979,"JordiWild","Rusia y Ucrania:",0,40214,2657,195,2022-02-24T14:01:15+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1496613212946677763,"JordiWild","Maldito Miyazaki hijo de puta lo has vuelto a hacer…",0,6698,274,44,2022-02-23T22:29:30+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1496200737755385863,"JordiWild","Doy 4 bitcoins y un beso en el medio del culo a quien me dé una key anticipada del ELDEN RING para poder jugar YA",0,18986,320,207,2022-02-22T19:10:28+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1496146865464786948,"JordiWild","NUEVO PODCAST
La tertulia de la semana en The Wild Project. Análisis de la velada de Ibai y mucho más 

https://
youtu.be/HRuY_3ZbJ7k",0,1364,43,27,2022-02-22T15:36:24+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1495522636230705153,"JordiWild","Jagger va a ganar los 5 combates.",0,31338,770,103,2022-02-20T22:15:56+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1495514501969584128,"JordiWild","Mañana analizaré LA VELADA DEL AÑO 2 en The Wild Project, y en unos días tendréis algo muy especial junto a mi querido 
@IbaiLlanos
.
Tened paciencia que os encantará ",0,21247,428,71,2022-02-20T21:43:37+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1495498577602392065,"JordiWild","¡Desde ya Paracetamor VS Ari el puto MAIN EVENT de la velada!",0,43186,916,184,2022-02-20T20:40:20+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1495427720557342726,"JordiWild","Ya sabéis que no soy demasiado de superhéroes, pero PEACEMAKER me ha ENCANTADO. La bso es brutal si te gusta el hard rock y acaba siendo una comedia loca con nazis y ciencia ficción.
Encima cuando toca el drama lo hace con gusto.
¡Un 10!
Ah, y John Cena es la polla.",0,15504,726,151,2022-02-20T15:58:46+00:00,2026-03-19T17:26:44.076856+00:00
https://x.com/JordiWild/status/1519786794191147009,"JordiWild","No hagáis ver que estáis preocupados por lo de Whatsapp, que no os escribe ni el tato.",0,20563,1245,228,2022-04-28T21:13:02+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1519698327801053186,"JordiWild","Mino Raiola revive más veces que Krilin.",0,7346,226,39,2022-04-28T15:21:30+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1519692744406757383,"JordiWild","NUEVO PODCAST

@JaSantaolalla
 y yo 3 horas hablando del Universo, de física, de la velocidad de la luz, del sentido de la vida... y de pirulas. ¿Quién da más? No os lo perdáis porque es una maravilla.",0,2977,150,50,2022-04-28T14:59:19+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1519480247959314439,"JordiWild","NO AUTORIZO

No autorizo a que no me beséis ahora mismo, bribones.",0,11739,332,90,2022-04-28T00:54:56+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1519383145220644867,"JordiWild","Eres un cabrón Tiparraco, y me debes dinerito.",0,1857,32,14,2022-04-27T18:29:05+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1519057497222529024,"JordiWild","Lo bueno es que ahora todo el mundo piensa que el Madrid va a llegar a la final, y eso es lo que hará que el City les meta un saco de goles.
Guardad tweet.",0,18883,1232,990,2022-04-26T20:55:04+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1519050679792377861,"JordiWild","Lo del Madrid no tiene ningún puto sentido, a ver si con suerte el City les mete 30 goles (y aún así serían capaces de remontar).",0,10404,323,115,2022-04-26T20:27:59+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1519039091958063107,"JordiWild","Benzema eres muy pesao",0,20501,603,141,2022-04-26T19:41:56+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1518992594801414145,"JordiWild","Hola 
@QuantumFracture
 te acuerdas de mí¿? ¿Cuándo me vienes a ver? Besos ",0,14299,207,94,2022-04-26T16:37:10+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1518955034507198464,"JordiWild","NUEVO PODCAST
Mi hermano 
@JaSantaolalla
 vuelve a The Wild Project para un doble episodio, hoy tertulia y jueves Especial Ciencia con él. ¡Viejos sabrosos al poder!",0,3837,156,64,2022-04-26T14:07:55+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1518730466769133574,"JordiWild","ELON MUSK HOLA TE QUIERO",0,30648,963,158,2022-04-25T23:15:34+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1518338175000887296,"JordiWild","",0,18927,659,114,2022-04-24T21:16:44+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1518310071041671169,"JordiWild","Me encantaría traer al podcast a 
@nayibbukele
, presidente de El Salvador y alguien que creo que podría dar mucho juego, de los pocos políticos que creo que se mojaría.
Invitación formal hecha ",0,31034,1874,723,2022-04-24T19:25:04+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1518256229570826243,"JordiWild","Twitter hoy en día:
- 30% conflicto y hate por cualquier tema
- 20% dramas personales y quejas del estado de ánimo
- 49% memes
- 1% porno tan duro que ni en xvideos",0,27629,1859,227,2022-04-24T15:51:07+00:00,2026-03-19T17:26:14.084409+00:00
https://x.com/JordiWild/status/1518251309119512576,"JordiWild","HOLA BUENAS TARDES A TODOS OS QUIERO ADIOS",0,6964,151,77,2022-04-24T15:31:34+00:00,2026-03-19T17:26:14.084409+00:00
